Column1,Column2,Column3,Column4,Column5
Nora A. Escherle:Silvia I. Ramirez-Ramirez:Ashok R. Basawapatna:Dorit Assaf:Alexander Repenning:Carmine Maiello:Yasko Ch. Endo:Juan A. Nolazco-Flores,"Computer Science Education Week activities, featuring online? programming tools embedded with tutorials, report large participation numbers. However, to truly broaden participation, activities need to be made accessible in international contexts. In 2014, Tecnológico de Monterrey and Instituto de Innovación y Transferencia de Tecnología de Nuevo León, modified the Scalable Game Design CS Ed Week activity to include a Mexican feasibility pilot study. The goal of the pilot was to broaden participation in Computer Science in Mexico by creating interest and demand in further activities, including launching of 2015 Mexico CS Ed Week. This paper reviews the initial results of this 2014 pilot, including the discussion of the unique challenges faced in this context, and examines efforts to make this activity more accessible and successful. In addition to pilot data highlighting future activity improvements, initial retention results show that despite challenges, Mexican students were able to effectively use the modified activity to create games on par with U.S. students.",Piloting Computer Science Education Week in Mexico,NA:NA:NA:NA:NA:NA:NA:NA,2016
Saquib Razak:Huda Gedawy:Wanda P. Dann:Donald J. Slater,"In this paper, we describe the initial results of the formative phase of a project that crosses international borders. Alice in the Middle East (Alice ME) is a project designed to adapt the Alice software, develop new curricular materials, and provide professional development for teachers and students in the Middle East. For those who may be considering a collaborative project that would be conducted across international borders, we share lessons learned.",Alice in the Middle East: An Experience Report from the Formative Phase,NA:NA:NA:NA,2016
Ria Galanos,NA,Session details: Paper Session: Software Testing,NA,2016
Chris Wilcox,"Enrollments in introductory computer science courses are growing rapidly, thereby taxing scarce teaching resources and motivating the increased use of automated tools for program grading. Such tools commonly rely on regression testing methods from industry. However, the goals of automated grading differ from those of testing for software production. In academia, a primary motivation for testing is to provide timely and accurate feedback to students so that they can understand and fix defects in their programs. Testing strategies for program grading are therefore distinct from those of traditional software testing. This paper enumerates and describes a number of testing strategies that improve the quality of feedback for different types of programming assignments.",Testing Strategies for the Automated Grading of Student Programs,NA,2016
Bruno Henrique Pachulski Camara:Marco Aurélio Graciotto Silva,"Students usually have difficulties assimilating basic contents of introductory programming disciplines. Test-Driven Development (TDD) is an interesting approach to address this issue, but it does not focus on quality with respect to software testing. This study aims to verify the effectiveness of the use of software testing criteria for producing test cases with higher quality in the context of education with TDD. We used the test-driven development technique with a change in the refactoring step, adding an activity for creating test cases using software testing criteria. We performed two experimental studies to evaluate the effectiveness of the technique. Each study comprised two groups: one using traditional TDD and the other using TDD with test criteria, both having developed the same software. The results showed that groups applying the proposed intervention produced better test cases, with greater coverage, and not disrupting TDD. Moreover, we could observe that, in general, the test set for groups using TDD with criteria was more efficient, getting greater coverage with fewer test cases than groups using plain TDD.",A Strategy to Combine Test-Driven Development and Test Criteria to Improve Learning of Programming Skills,NA:NA,2016
Grant Braught:James Midkiff,"This paper examines the effects of tool design on student testing behavior in an introductory course. Two tools are considered: BlueJ and WebCAT. A small modification was made to the BlueJ test recording interface to encourage students to engage more deeply in the testing process. A larger percentage of tests submitted by students using the modified BlueJ interface were correct. Further, the solutions they submitted contained fewer lines of code while being similarly complete and correct. Evidence is given that students using both BlueJ versions often rely on Web-CAT to validate their solution methods before testing the methods themselves. In response a new Web-CAT grading plug-in is proposed that we believe will better promote an incremental code-a-little test-a-little development style.",Tool Design and Student Testing Behavior in an Introductory Java Course,NA:NA,2016
Tiffany Barnes,NA,Session details: Paper Session: CS Principles,NA,2016
Jeff Gray:Jonathan Corley:Brian P. Eddy,"CS Principles is a new AP course being developed by the College Board and introduced into high schools across the nation. To aid and encourage the adoption of the new CSP course, we have developed a Massively-Open Online Course (MOOC) over the past two years that serves as a professional development (PD) offering for CS Principles. Additionally, we have provided a parallel face-to-face workshop for a smaller group of MOOC participants. In this paper, we discuss our experiences conducting PD using a MOOC. We investigated the impact of the face-to-face event and online community on participants' completion and performance in the course. Our analysis suggests that participants who have even just a few days of face-to-face engagement tend to be more successful in completing a multi-week MOOC.",An Experience Report Assessing A Professional Development MOOC For CS Principles,NA:NA:NA,2016
Jean Griffin:Tammy Pirmann:Brent Gray,"This paper reports on an investigative, qualitative case study of the teaching practices of two public high school Computer Science teachers as they teach courses that are fully or partially aligned with the CS Principles framework. One teaches at an urban, high minority STEM school, the other at a middle class suburban school. Ethnographic methods were used to collect data via classroom observations and teacher interviews. Within-case and across-case analyses are presented which characterize the teachers' practices regarding pedagogy, curricula, creative activities, problem-solving activities, and management of social interactions. The findings provide detailed insights regarding the challenges these teachers face and the strategies they use, which may be useful to teachers in a variety of settings at both the high school and college/university levels.","Two Teachers, Two Perspectives on CS Principles",NA:NA:NA,2016
Thomas W. Price:Veronica Cateté:Jennifer Albert:Tiffany Barnes:Daniel D. Garcia,"Computer Science Principles (CSP) will become an Advanced Placement course during the 2016-17 school year, and there is an immediate need to train new teachers to be leaders in computing classrooms. From 2012-2015, the Beauty and Joy of Computing team offered professional development (PD) to 133 teachers, resulting in 89 BJC CSP courses taught in high schools. Our data show that the PD improved teachers' confidence in our four core content categories and met its primary goal of training teachers in equitable, inquiry-based instruction. In this paper, we present the evolution of the BJC PD, its challenges and lessons that we learned while continually adapting to teachers' needs and contexts.","Lessons Learned from ""BJC"" CS Principles Professional Development",NA:NA:NA:NA:NA,2016
Roy Pargas,NA,Session details: Paper Session: Beale St. Sampler,NA,2016
Benedict Chukuka:Michael Locasto,"Existing ethical agreements, as applicable in the teaching of information security courses, typically spell out rules on what students should and should not do. The main problem is that the question of what students should or should not do is not a settled issue, because personal stances on questions of morality and ethics fundamentally influence the ethical recommendations that teachers present to their students. In light of the growing level of malice in the computing domain, experts have highlighted the importance of information security ethics by debating the need for a standard code of ethics for information security. Arguably, differences in ethical stance, with the effect of divergent ethical agreements, will not efficiently serve the purpose of effective universal application of ethics in the field of information security education. Examining current ethical policies in information security courses can provide insight about the prevailing ethics within the information security community. Moreover, understanding what the prevailing philosophies on ethics are within the community, in terms of how they actually diverge or converge, will present a good projection of how a standard policy on ethics may be feasibly applicable in a future regulatory environment. This way, we may be able to forecast the nature of ethical norms that future professionals will accept or allow to be imposed on them. Therefore, in our survey, we analyze ethical agreements on information security courses to identify the nature of existing agreements. We determine the commonalities of these agreements and derive an ethical policy prototype that includes the common elements of 329 ethical policies.",A Survey of Ethical Agreements in Information Security Courses,NA:NA,2016
James W. McGuffee:E. Kent Palmer:Indira R. Guzman,"In December 2013, the ACM and IEEE-Computer Society sponsored joint Task Force on Computing Curricula released the comprehensive Computer Science Curricula 2013 (CS2013). At the same time, a geographically diverse group of volunteers, known as the CS2013 Assessment Council, met to begin the work of creating a valid three option multiple-choice exam to comprehensively assess the tier-1 core learning outcomes of CS2013. This project has been facilitated by the Institute for the Certification of Computing Professionals (ICCP). This paper describes the motivation and desire to create an assessment exam for the CS2013 tier-1 core learning outcomes, a brief review of the relevant research in psychometrics and educational assessment, the process used to create test items for this exam, the alpha testing and analysis of test questions, the beta testing and analysis of the complete exam, and the current state of the completed exam that is now available for use.",Assessing the Tier-1 Core Learning Outcomes of CS2013,NA:NA:NA,2016
Joel C. Adams:Patrick A. Crain:Christopher P. Dilley:Serita M. Nelesen:Javin B. Unger:Mark B. Vander Stel,"Multicore processors are now the standard CPU architecture, and parallel and distributed computing (PDC) is in the CS2013 core curriculum [9]. It is now the task of CS educators to begin creating pedagogical materials that will help their students understand PDC concepts. In this paper, we present TSGL (the thread-safe graphics library), a C++11 library that safely supports multithreaded graphics. We also present several multithreaded visualizations that illustrate how TSGL can be used to visualize the Parallel Loop design pattern, and present evidence that TSGL can improve student mastery of this parallel abstraction.",Seeing Is Believing: Helping Students Visualize Multithreaded Behavior,NA:NA:NA:NA:NA:NA,2016
Mark C. Lewis:Douglas Blank:Kim Bruce:Peter-Michael Osera,NA,Uncommon Teaching Languages,NA:NA:NA:NA,2016
Martha Kosa,NA,Session details: Lightning Talk Session,NA,2016
Jennifer A. Rode:Andrea Marshall:Houda El Mimouni:Jennifer Booker,"While unquestionably research on CSE education is centered in the SIGCSE conference, other venues such as the International Joint Conference on Pervasive and Ubiquitous Computing (Ubicomp), and the Conference on Tangible, Embedded and Embodied Interaction (TEI), and the Conference on Interaction Design and Children (ICD) explore CS education focusing on educational play and novel off the desktop techniques for CS education. Unfortunately, this literature remains isolated from the mainstream CSE literature, and this lightning talk attempts to help contribute to rectifying this by presenting a core recent educational theory ""Computational Making"" and discuss its contributions to CSE.",Computational Making (Abstract Only),NA:NA:NA:NA,2016
Colleen M. Lewis,"Let's talk about how we teach upper-division courses! CS pedagogical content knowledge - i.e., knowledge of how to teach computer science - is mostly undocumented. This is particularly true for upper-division courses and in some cases this upper-division content is much more difficult to teach than CS1 or CS2 content! CSTeachingTips.org is an NSF-sponsored project to help curate tips that allow teachers to anticipate students' difficulties and build upon students' strengths. The lightning talk will be a call to action: first to share tips on Twitter @CSTeachingTips and at our CSTeachingTips booth and second to create research directions that will help us develop pedagogical content knowledge that extends beyond CS1.","You Wouldn't Know It from SIGCSE Proceedings, but We Don't Only Teach CS1 (Abstract Only)",NA,2016
Mark McCartin-Lim,"This lightning talk describes the development of Complexity Tutor, an interactive tutoring system to assist students in understanding theoretical models of computation and computational complexity. Many computer science students, especially ones lacking a strong background in mathematics, struggle to learn these subjects with the traditional regimen of lectures and written homework assignments. When they are in the process of developing proofs for these homework assignments, they receive no immediate feedback that would illuminate their errors. We intend to remedy this. The main components of our system will entail a novel framework for constructing proofs, as well as a framework for producing algorithmic reductions. The first framework provides continuous feedback to the student on their approach and progress toward the needed proof. The second framework involves analyzing code the student writes in a pseudocode-like language, such as Python. Currently, we have prototypes, which show how to use our frameworks to construct NP-completeness reduction proofs. We are planning to test the efficacy of this system in theoretical computer science courses at the University of Massachusetts Amherst.",Complexity Tutor: Developing an Interactive Tutoring System for Computational Complexity (Abstract Only),NA,2016
Yousra Javed:Heather Richter Lipford,"The importance of usability in security and privacy technologies is now widely accepted. A vibrant and growing research community in usable security and privacy has contributed a wide range of results in the past 15 years. Despite this, the vast majority of computing students are being exposed to very little of this discipline. In this presentation, we describe our ongoing efforts to enable broader education in this area. We are leading the construction of a body of knowledge for usable security and privacy education, to serve as an organizing framework for the discipline. We are also creating online learning modules for several key topics, as resources for faculty and students. We seek feedback on these resources as well as faculty participants who are interested in utilizing and evaluating the learning modules.",A Body of Knowledge for Usable Security and Privacy Education (Abstract Only),NA:NA,2016
James C. Finocchiaro,"This lightning talk describes the U.S. Army's Cyber Leader Development Program (CLDP) which is a recently implemented initiative designed to increase and improve undergraduate cyber education for United States Military Academy (USMA) and Reserve Officers' Training Corps (ROTC) cadets. The CLDP takes a holistic viewpoint towards cyber education. Its methodology provides a model for all educators on how to integrate out-of-class enrichment opportunities with an in-class curriculum. CLDP is a voluntary program that has about 800 hours of required out-of-class activities. These required activities include being assigned a formal mentor, participation in a security or hacking club, attending a security conference, participating in security training, and participating in an internship. This program is in its inaugural year with ROTC and in its second year at the United States Military Academy. The focus of this lightning talk will be to highlight the central aspects of the program and to describe how such programs would improve the holistic development of any students, security or otherwise. CLDP is not just a working military program -- it is an exportable concept that presents an applicable model for the development of cyber security students destined to support corporate America as well as government agencies at federal, state, and local levels.",U.S. Army's Cyber Leader Development Program (Abstract Only),NA,2016
Michael A. Ball,"This lightning talk describes the idea of ""chat ops"" applied to the classroom. Chat Ops is a (growing) industry practice which uses instant messaging (such as IRC, or Slack) to automate common development or monitoring tasks, such as maintaining and deploying a website. Instead of deploying a site, we use the process of ChatOps to help run large classes, and even individual class sections by automating tasks that are tedious or error prone. We've extended a bot framework, Hubot, with the tools that we need. We can automate releasing student scores, updating student's access to assignments, or handling in-class check offs with just a line of plain text. Chat messages also have the benefit that they are loggable and show everyone on the staff what's going on and why. We'd like to show why augmenting traditional email systems with chat messages can help improve communication and save time, but can also be an enjoyable way to build a community.",Using Instant Chat for Fun and for Profit to Run a Large Class (Abstract Only),NA,2016
Adam S. Carter:Christopher D. Hundhausen,"With the widespread availability of massive amounts of student programming data, we are witnessing a digital gold rush as researchers attempt to make sense of students' programming behaviors. In prior research, we incorporated programming data into a statistical model that accounted for a significant amount of a student's course performance. In a separate line of research, we explored how online social networking tools might be leveraged for pedagogical purposes. Rather than treating our explorations of students' programming and social behaviors as separate research spaces, we are next considering the interplay between social behavior, programming behavior, and course performance. As a first step, we incorporated online social participation into our statistical model of programming behaviors. The outcome was quite promising: we witnessed a 30% increase in our model's effect size. This result would seem to indicate that neither programming behavior nor social behavior alone can fully account for student performance. Encouraged by this result, we are now considering how social interaction influences programming decisions and vice versa. In particular: After receiving help on a social network, what changes are made to code? Are these changes more or less likely to move the student closer to a correct solution? How do students address coding problems when their questions are left unanswered? At what points in the programming process are students more likely to pose questions? Similarly, when are students more willing to offer help? How can we use this knowledge to better identify students who are struggling?",Crossing the Streams: Exploring the Interplay between Students' Online Social Activity and Programming Behavior (Abstract Only),NA:NA,2016
Bonnie K. MacKellar,"Many university software engineering/capstone courses attempt to teach students the importance of communication by having them work collaboratively on a large scale project. This can be a sink-or-swim approach. There is a real risk of complete project failure, and while students may learn that coordination is important, it isn't clear they learn how to do it effectively. The CoordinationTracker project uses social network analysis both to study coordination in student project teams, and to develop an automated tool to support students learning this skill. In this talk, I will briefly present some results using social network analysis and socio-technical congruence measures to study communication in a software engineering course, and then will describe the design of the proposed CoordinationTracker tool, which will use socio-technical congruence measures to give feedback to students. For example, as a student works on a file, an automated reminder capability will suggest who the student should be communicating with in order to prevent unwanted effects on components dependent on the file. The system also will have a reporting component which will allow each student, as well as the instructor, to view his or her coordination performance via graphs. Once CoordinationTracker has been implemented, it will be tested on several iterations of the software engineering course in order to determine whether students improve their coordination while using the tool. I am interested in audience feedback on the design of this tool as well as possible involvment with the project.",Social Network Analysis as a Tool for Understanding Student Interaction in Project-based Courses (Abstract Only),NA,2016
Anurag Nagar,"This lightning talk will focus on our experience of teaching a graduate level Big Data course. Traditionally, such courses have relied on ""WordCount"" style problems, which involve computing the simple count of words in a corpus of documents using the distributed MapReduce framework. While this is certainly a good way of introducing the students to the BigData framework, more real world examples are needed to motivate students. Further, since a majority of courses require students to work on a large project as part of this course, it is essential that they have access to a diverse and interesting set of data. In our course, we experimented with various data sources, such as text from real-time, streaming news articles, twitter feeds, and property price data from various zip codes in a county. The students were involved in gathering the data, designing and implementing MapReduce style algorithms for distributed processing, and presenting their findings. The feedback was extremely positive and we would like to develop this approach further. In this talk, we will present some ideas on how to collect and analyze real world datasets that are suitable for Big Data analysis. We would also encourage further inputs from the audience about this topic.",Enhancing Teaching of Big Data by Using Real World Datasets,NA,2016
Jane Stout:Burçin Tamer,"Cultural stereotypes about women's ""fit"" and ability in technical fields, like computing, are alive and well. These cultural beliefs can make their way into women's personal belief system. When this happens, women's self-conceptions in computing suffer, namely, self-efficacy, sense of belonging, and identification with computing. The current research examines whether collaborative learning methods (pair programing; supplemental instruction) can erase the negative relationship between women's endorsement of negative gender stereotypes and their computing self-concept. Longitudinal survey data from 48 women computing majors indicated that participation in collaborative learning activities nullified the negative impact of gender stereotype endorsement on women's self-efficacy, sense of belonging, and identification with computing. These findings showcase the benefits of existing pedagogical strategies in computing on increasing the likelihood that women will persist in a computing career path.",Collaborative Learning Eliminates the Negative Impact of Gender Stereotypes on Women's Self-Concept (Abstract Only),NA:NA,2016
Natalie Linnell:Nicholas Tran,"We have transformed our first programming course from an introduction to programming, to an introduction to Computer Science. We have done this in part by broadening the topics discussed. We now incorporate discussion of social topics like privacy and humanitarian technology, and ""big ideas in CS"" like how the Internet and databases work. We have also embedding many of our programming examples in applications from fields like biology and psychology. The other major feature of this course is that we have separated teaching problem-solving from teaching a programming language. In lecture, we discuss problem-solving with high-level programming constructs like conditionals and loops, using only pseudocode. In our new lab section, students are taught how to translate those ideas into C++ code. This allows us to free the initial learning of problem-solving from the complications of a language like C++. A unique feature of these changes is that it is possible to offer multiple different labs, in different languages, in conjunction with the same lecture section. It is our intention to start offering labs in different languages starting in Fall 2016. Our primary goal in making these changes was to improve recruitment and retention, especially among women. We also hoped to improve the course's utility as an elective for non-majors. Our evaluation of a pilot offering suggests that the re-designed course is likely to improve retention, without negatively impacting programming knowledge. We have now completely adopted the re-designed course, and are continuing to gather data to evaluate the new design.","A ""Grand Tour"" of Computer Science: Re-Designing CS1 for Breadth and Retention (Abstract Only)",NA:NA,2016
Amber Wagner:Jeff Gray:Daniela Marghitu:Andreas Stefik,"Block languages (e.g., Scratch, Snap!, Alice, App Inventor, Blockly) offer a gentle introduction to programming and have been adopted widely in both K-12 and CS0 courses. However, block languages often are dependent on the mouse/keyboard for input and typically are visual in their output and representation. Because of these dependencies, students with a disability (e.g., mobility limitations or vision impairment) generally are unable to use block languages, thereby reducing the opportunities for broader participation in computational learning activities. Given the increasing need to broaden the participation of computing to those with diverse skills and backgrounds, it is important that the tools used to initiate the earliest entre into computing do not erect immediate roadblocks that impede initial interest and opportunity. There are many variations of user interfaces and assistive technologies that benefit those who may have difficulties utilizing traditional Graphical User Interfaces (GUIs), but these tools often cannot be used universally across block languages. As more block languages are being developed and integrated into K12 and University curriculum, it is imperative that accessible solutions are discussed and implemented. These discussions require participation from the block language developer community, accessible computing community, and those educators who encounter accessibility needs among the students in their classrooms. The goal of this lightning talk is to call attention to the need for more accessible block-based programming environments and to spark conversation surrounding possible standard accessibility APIs that could possibly be supported by block language environment tool developers.",Raising the Awareness of Accessibility Needs in Block Languages (Abstract Only),NA:NA:NA:NA,2016
Helen Hu,NA,Session details: Paper Session: Computer Engineering,NA,2016
Meriel Huggard:Ciarán Mc Goldrick,"Unmanned aerial vehicles, also known as drones, are often characterized as representing the next big disruptive change in our everyday interaction with technology. Indeed some commentators have suggested that their impact will be as significant as that of the Internet. It is thus incumbent upon modern, foresightful educators to integrate these platforms into the curriculum in order to more fully equip the next generation of professional engineers and computer scientists with the skillsets and competences needed to realize the full potential of these devices. In this paper we reflect on the challenges encountered when integrating drone technology into an existing project-based freshman design module. The objective was to introduce the drone as a relatively seamless extension of an existing problem set for a design project involving an autonomous vehicle. In doing so, critical factors such as engineering ethics, health and safety, and regulatory constraints; in addition to implementation challenges; are directly addressed and quantified. Lessons learned and reflections on best practice for the use of drone technology in the laboratory are adduced and articulated.",Droning On: Reflections on Integrating UAV Technology into a Computer Engineering Design Laboratory,NA:NA,2016
Jalal Kawash:Andrew Kuipers:Leonard Manzara:Robert Collier,"It is widely recognized that motivating students in an undergraduate assembly language course is a tremendous challenge, principally because of the perception that the subject matter is both difficult and tedious. The Raspberry Pi is a small and inexpensive single-board computer that was created for educational purposes, and in this paper we describe how we successfully incorporated this device into the curriculum of an undergraduate assembly language course. We describe, in detail, the objectives for this course and the dedicated lab that uses the Raspberry Pi as an embedded device, and then evaluate the effectiveness of our approach. Our findings (obtained by exploring changes in student performance and examining the results of an engagement/enjoyment survey) strongly indicate that the introduction of the Raspberry Pi was well received by the students and contributed positively to their learning outcomes.",Undergraduate Assembly Language Instruction Sweetened with the Raspberry Pi,NA:NA:NA:NA,2016
Viggo Kann:Anna-Karin Högfeldt,"Study programs are a central component of the higher education system, in particular for professional education. However, for many education programs, especially in engineering, a large part of the beginner students fail to reach graduation. A reason for this could be lack of program coherence. In order to strengthen the program coherence of the computer science and engineering program at KTH, a program integrating course was introduced in 2010. The course runs at low speed through the first three years of the program. It consists of reflection seminars in small cross-grade groups of students, led by a professor as a mentor. In the seminars the students exercise self-regulated learning abilities, such as metacognitive skills, when reflecting, discussing and acting upon different topics, such as study techniques, procrastination, studying abroad, plagiarism and responsibility, and the professional life after the studies. We have studied and found both perceived and measurable positive effects of the program integrating course. In this paper we describe effects on the students' study skills, their ability to reflect and interest in exchange studies.",Effects of a Program Integrating Course for Students of Computer Science and Engineering,NA:NA,2016
David J. Stucki,NA,Session details: Paper Session: Out-of-school Activities,NA,2016
Matthew Forshaw:Ellis Solaiman:Oonagh McGee:Hugo Firth:Paul Robinson:Ryan Emerson,"This paper describes the development and delivery of a course, in close collaboration with industry, over a ten-year period. We describe the details of this collaboration, which aims to equip students with collaborative software development experience, incorporating open source, Enterprise Middleware technologies and industry best practices. In presenting our case study we share valuable insights, into the challenges and opportunities, for all parties involved. We present the reflections of all stakeholders, including; the course leader, the industrial partner, lab demonstrators, and students. We also present the results of our investigations to track the employment of our graduates over the last five years, identifying that all students who responded are employed within relevant positions or undertaking further study. Based on our successful delivery of the course, in this paper we make all tools and teaching materials available to the open source community, for delivery at other institutions. We emphasise the importance of the continued involvement of industry partners to inform pedagogical practices within Computer Science.",Meeting Graduate Employability Needs through Open-source Collaboration with Industry,NA:NA:NA:NA:NA:NA,2016
Graham Farr:Barbara Ainsworth:Chris Avram:Judy Sheard,"Computer history tours are a new way to educate people about our discipline and its history. We describe the introduction of such tours and their use in curriculum enrichment, outreach, and academic community-building. These tours give historical and social context to the development of topics in the curriculum, and demonstrate to students the universality of some of the principles they learn. The city of Melbourne, Australia, serves as an illustration, but computer history tours can be run in many cities of various sizes, and we give advice on how to do this.",Computer History on the Move,NA:NA:NA:NA,2016
Maureen Doyle:Candace Gibson:Michelle Melish:Rees Storm,"We describe and report on a study away course held in the spring of 2015 that brought computer science students from a Midwestern university to visit companies in the Bay Area in California as part of their study of agile software development. While it may be a sufficient goal to offer study away as an encouragement for future participation in study abroad programs, study away has benefits in and of itself. In actuality, study away can build students' self-confidence, aid them in being accepting of different ideas, and help them to understand a different area of the world. The class was offered as a 1-credit computer science course and students met weekly leading up to the trip, then once again after. The class included a one-week visit to the San Francisco area, with visits to two universities and five high-tech companies. Eight undergraduates and one post-baccalaureate participated at a cost of $1700 each. Students were required to submit a five-page paper and were separated into two teams to develop and present posters at the university's student research symposium. The course was a success due to the investment of the Chief Information Officer of the university, the Office of Education Abroad, the department of Computer Science, and academic advising. Students reported upon immediate return-then once again three months later-that their interest in computer science had increased, that they had gained an understanding of a different region of the United States and that they were more accepting of different ideas.",Agile Software Development Study Away,NA:NA:NA:NA,2016
Sue Fitzgerald,NA,Session details: Paper Session: Classroom Techniques,NA,2016
Roya Hosseini:Teemu Sirkiä:Julio Guerra:Peter Brusilovsky:Lauri Malmi,"Code examples are commonly used learning resources that help students grasp various programming structures and concepts. However, example code usually requires explanations about what each line or part of the code does. Otherwise, students may find it difficult to follow an example. In this paper, we compare two types of code examples that use different techniques to describe important concepts in the code: annotated and animated examples. The former displays an explanation for a subset of lines in plain text, whereas the latter visualizes code execution. We studied the use and impact of these enhanced examples, provided as non-mandatory practice content, in three introductory Java courses. Our results suggest that animated examples are more engaging and have a positive impact on students' learning. As compared to annotated examples, students spent more time with animated examples and more likely completed them. Also, a positive relationship was found between the number of explored animated examples and the overall course grade.",Animated Examples as Practice Content in a Java Programming Course,NA:NA:NA:NA:NA,2016
Amanda M. Holland-Minkley:Thomas Lombardi,This paper describes the introduction of a feedback-revision-resubmission cycle for homework assignments in two introductory courses. The goal was to increase student engagement with homework assignments as an important tool for concept practice and mastery. A review of the effects in both an object-oriented programming course and a relational databases course shows positive outcomes as reflected in both course evaluations and a decision tree analysis of student performance on assignments.,Improving Engagement in Introductory Courses with Homework Resubmission,NA:NA,2016
Toby Dragon:Paul E. Dickson,"Hand-drawn memory diagrams are frequently used in computer science to demonstrate new programming concepts and support students' understanding of program functionality. These diagrams often vary among courses, instructors, and languages, which confuse students moving through the curriculum. Consistent memory diagrams throughout a curriculum not only alleviate confusion but offer a scaffold for students to transfer their understanding between courses taught at different levels of complexity and in different languages. We describe our standardized system for memory diagrams as it is used in our curriculum to demonstrate this scaffolding process through multiple concepts and programming languages.",Memory Diagrams: A Consistant Approach Across Concepts and Languages,NA:NA,2016
Robert McCartney,NA,Session details: Paper Session: Computing in Middle School,NA,2016
Brenda Castro:Terrence Diaz:Marissa Gee:Rebekah Justice:David Kwan:Preethi Seshadri:Zachary Dodds,"This paper shares the five-year development and deployment of MyCS, a CS curriculum for ""middle-years students,"" roughly in US grades 4-10. Consistent with many middle-years curricula, MyCS promotes positive individual identification with its field, CS, especially as it intersects with other facets of students' maturing identities. A detailed assessment of students' MyCS experiences reveal significant positive outcomes relative to a control group, as well as many neutral (no-distinction) results relative to the control. Feedback from teacher and administrators have refined MyCS and, perhaps more importantly, built curricular bridges to both elementary- and high-school CS. By tracing MyCS's assessment and evolution, this work highlights how two districts used a middle-years CS foothold from which to establish deeper, district-wide changes in identity.",MyCS at 5: Assessing a Middle-years CS Curriculum,NA:NA:NA:NA:NA:NA:NA,2016
Shuchi Grover:Roy Pea:Stephen Cooper,"In this paper, we describe research conducted around a 7-week curriculum designed to introduce middle school students to computer science with a focus on algorithmic thinking and programming. The pedagogical ideas employed in this curriculum were drawn from past research. Empirical investigations over two studies in a public middle school in the US examined changes in students' understanding of algorithmic constructs and the factors affecting that learning. Multi-level analyses revealed that students in both studies (1) achieved substantial learning gains in algorithmic thinking skills and significant growth towards a more mature understanding of computing as a discipline, and (2) found certain CT ideas and constructs more difficult than others. Prior computing experiences and math and English ability were found to be predictors of learning outcomes. Extracurricular experiences with technology also appeared to impact outcomes.",Factors Influencing Computer Science Learning in Middle School,NA:NA:NA,2016
Shuchi Grover:Daisy Rutstein:Eric Snow,"Nationwide, efforts are focusing on taking computer science (CS) to scale in high school classrooms through the Exploring Computer Science (ECS) and AP CS Principles (CSP) courses. Recent inroads are also being made to take structured introductory curricula to middle school classrooms. Often, a starting point for teaching CS in middle and high school is a discussion around the seemingly simple question ""What is a computer?"" The question is aimed to help learners understand through debate and discussion what makes a computer a computer. This paper reports our analysis of (a) middle school students' discussions around this question, and (b) high school students' responses to an assessment question measuring this understanding. Our analyses of students' comments and responses reveal that a discussion around ""what is a computer?"" may be problematic for students, as it tends to focus on the tool, the ""computer."" We suggest that the discussion needs re-framing to focus instead on computing and computation.",What Is A Computer: What do Secondary School Students Think?,NA:NA:NA,2016
Joe Hummel,NA,Session details: Paper Session: Games,NA,2016
Chang Yun:Hesam Panahi:Zhigang Deng,"In this paper, we introduce a multidisciplinary and multifaceted pedagogical approach to enhance game design education in computer science curriculum and assess its effectiveness using outcomes from Microsoft US and World Imagine Cup competitions in the game design category. We offer team project-based courses that cover multiple disciplines such as computer science, art and animation, game design, production, and business and entrepreneurship. Our students gain fundamental knowledge and skills from the multidisciplinary approach and utilize them to undergo a systematic game development process over two semesters. We also implement a unique grading system that includes ranking duels to promote the competitiveness among students which ultimately improves the quality of every game designed in our courses. We successfully demonstrate the effectiveness of our approach with results from the Microsoft Imagine Cup competitions - dozens of our student teams have been nationally and internationally recognized in the past eight consecutive years.","A Multidisciplinary, Multifaceted Approach to Improve the Computer Science based Game Design Education: Methodology and Assessment",NA:NA:NA,2016
Britton Horn:Christopher Clark:Oskar Strom:Hilery Chao:Amy J. Stahl:Casper Harteveld:Gillian Smith,"Computer Science (CS) education at the middle school level using educational games has seen recent growth and shown promising results. Typically these games teach the craft of programming and not the perspectives required for computational thinking, such as abstraction and algorithm design, characteristic of a CS curriculum. This research presents a game designed to teach computational thinking via the problem of minimum spanning trees to middle school students, a set of evaluation instruments, and the results of an experimental pilot study. Results show a moderate increase in minimum spanning tree performance; however, differences between gender, collaboration method, and game genre preference are apparent. Based on these results, we discuss design considerations for future CS educational games focused on computational thinking.",Design Insights into the Creation and Evaluation of a Computer Science Educational Game,NA:NA:NA:NA:NA:NA:NA,2016
